source	output	frames	fps	duration_s	swing_side	strike_phase
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_side_slide_yangfan_trim_agibot_a3_seg02_f0360_0470.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_side_slide_yangfan_trim_agibot_a3_seg02_f0360_0470.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_side_slide_yangfan_trim_agibot_a3_seg03_f0220_0330.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_side_slide_yangfan_trim_agibot_a3_seg03_f0220_0330.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/forehand_topspin_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/forehand_topspin_agibot_a3.npz	297	50.0	5.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/gq_forehand_twopoint_p07_0030_0072_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/gq_forehand_twopoint_p07_0030_0072_agibot_a3.npz	1747	50.0	34.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/gq_push_forehand_p08_0030_0060_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/gq_push_forehand_p08_0030_0060_agibot_a3.npz	1247	50.0	24.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/gq_ready_stance_p02_0042_0066_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/gq_ready_stance_p02_0042_0066_agibot_a3.npz	997	50.0	19.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/gq_side_forehand_p10_0066_0090_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/gq_side_forehand_p10_0066_0090_agibot_a3.npz	997	50.0	19.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/gq_side_recover_hit_p09_0150_0168_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/gq_side_recover_hit_p09_0150_0168_agibot_a3.npz	747	50.0	14.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/gq_step_hit_recover_p16_0036_0090_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/gq_step_hit_recover_p16_0036_0090_agibot_a3.npz	2247	50.0	44.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/hit_frontback_recover_0038_0056_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/hit_frontback_recover_0038_0056_agibot_a3.npz	897	50.0	17.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/hit_frontback_table_0000_0022_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/hit_frontback_table_0000_0022_agibot_a3.npz	1097	50.0	21.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/motion_hunt_footwork_intro_single_step_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/motion_hunt_footwork_intro_single_step_agibot_a3.npz	1247	50.0	24.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/motion_hunt_forehand_shadow_497_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/motion_hunt_forehand_shadow_497_agibot_a3.npz	1197	50.0	23.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/motion_hunt_shadow_stance_guoqiuhui_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/motion_hunt_shadow_stance_guoqiuhui_agibot_a3.npz	1297	50.0	25.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/motion_hunt_side_slide_forehand_two_point_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/motion_hunt_side_slide_forehand_two_point_agibot_a3.npz	1197	50.0	23.94	1	0.5
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/motion_hunt_side_slide_yangfan_trim_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/motion_hunt_side_slide_yangfan_trim_agibot_a3.npz	897	50.0	17.94	1	0.5
